IMDBID;TITLE;YEAR;GENRE;DIRECTOR;WRITER;ACTORS;IMDBRATING;IMDBVOTES;METASCORE;BOXOFFICE;RELEASED;RUNTIME;LANGUAGE;COUNTRY;RATED;AWARDS;META_CRITIC_RATING;ROTTEN_TOMATOES_RATING
tt2996648;Bad Ass 2: Bad Asses;2014;Action, Comedy, Drama;Craig Moss;Craig Moss;Danny Trejo, Danny Glover, Jeremy Ray Valdez, Federico Berte;5.6;4,619;;;26 Mar 2014;91 min;English, Spanish;USA;R;;;
tt2027231;Perfect Sisters;2014;Crime, Drama, Thriller;Stanley M. Brooks;Fab Filippo, Bob Mitchell, Adam Till;Abigail Breslin, Georgie Henley, Mira Sorvino;5.6;7,183;44;;07 Oct 2014;96 min;English;Canada;TV-MA;2 wins;44/100;25%
tt3628598;Remember Me?;2014;Comedy, Romance;Rolando Ravello;Edoardo Maria Falcone, Paolo Genovese, Edoardo Leo;Ambra Angiolini, Edoardo Leo, Paolo Calabresi;6.2;856;;;03 Apr 2014;87 min;Italian;Italy;;1 nomination;;
tt2272918;Racing Hearts;2014;Drama, Romance;Dominique Deruddere;Dominique Deruddere;Jamie Dornan, Anthony Head, Max Pirkis;6.1;5,197;;;02 Apr 2014;95 min;Dutch, English;Belgium, Germany;Not Rated;2 wins & 2 nominations;;
tt2536428;Smart Ass;2014;Comedy, Drama;Kim Chapiron;Noé Debré, Kim Chapiron;Thomas Blumenthal, Alice Isaaz, Jean-Baptiste Lafarge;5.8;1,529;;;02 Apr 2014;90 min;French;France;;2 nominations;;
tt2781832;Final Prayer;2013;Horror, Sci-Fi, Thriller;Elliot Goldner;Elliot Goldner;Gordon Kennedy, Robin Hill, Aidan McArdle;5.8;10,911;;;24 Feb 2015;89 min;English, Portuguese;United Kingdom;R;;;83%
tt3607322;The Third One;2014;Drama, Romance;Rodrigo Guerrero;Rodrigo Guerrero;Carlos Echevarría, Emiliano Dionisi, Nicolás Armengol;5.9;752;;;28 Jun 2014;70 min;Spanish;Argentina;Unrated;1 nomination;;
tt3014666;Moms' Night Out;2014;Comedy;Andrew Erwin, Jon Erwin;Jon Erwin, Andrea Gyertson Nasfell;Sarah Drew, Sean Astin, Patricia Heaton;5.3;14,608;25;$10,429,707;09 May 2014;98 min;English;United States;PG;1 win;25/100;21%
tt2545440;Swindle;2013;Action, Adventure, Comedy;Jonathan Judge;Eric Freiser, Bill Motz, Bob Roth;Jennette McCurdy, Noah Crawford, Chris O'Neal;6.2;2,514;;;24 Aug 2013;91 min;English;Canada, United States;G;3 nominations;;
tt2481480;Rob the Mob;2014;Biography, Crime, Drama;Raymond De Felitta;Jonathan Fernandez;Michael Pitt, Nina Arianda, Andy Garcia;6.3;11,992;63;$208,693;17 Apr 2014;104 min;English;United States;R;;63/100;81%
tt1609479;Better Living Through Chemistry;2014;Comedy, Drama;Geoff Moore, David Posamentier;Geoff Moore, David Posamentier;Sam Rockwell, Olivia Wilde, Michelle Monaghan;6.2;15,770;40;$75,143;14 Mar 2014;91 min;English;United Kingdom, United States;Not Rated;;40/100;24%
tt2597242;At the Devil's Door;2014;Horror;Nicholas McCarthy;Nicholas McCarthy;Ashley Rickards, Nick Eversman, Michael Massee;4.8;7,564;47;;08 Aug 2014;91 min;English;United States;Not Rated;1 nomination;47/100;38%
tt3322420;Queen;2013;Adventure, Comedy, Drama;Vikas Bahl;Vikas Bahl, Chaitally Parmar, Parveez Sheikh;Kangana Ranaut, Rajkummar Rao, Lisa Haydon;8.1;69,123;;;07 Mar 2014;146 min;Hindi;India;Not Rated;28 wins & 31 nominations;;90%
tt3021360;Faults;2014;Drama, Mystery, Thriller;Riley Stearns;Riley Stearns;Leland Orser, Mary Elizabeth Winstead, Chris Ellis;6.7;11,017;70;;06 Mar 2015;89 min;English;United States;Not Rated;6 nominations;70/100;92%
tt3425034;Fasten Your Seatbelts;2014;Comedy, Drama;Ferzan Özpetek;Ferzan Özpetek, Gianni Romoli;Kasia Smutniak, Francesco Arca, Filippo Scicchitano;6.5;3,181;;;06 Mar 2014;110 min;Italian;Italy;;6 wins & 20 nominations;;
tt3129564;Diplomacy;2014;Drama, History, War;Volker Schlöndorff;Cyril Gely, Volker Schlöndorff;André Dussollier, Niels Arestrup, Burghart Klaußner;7.1;5,951;72;$230,880;05 Mar 2014;84 min;French, German;France, Germany;Not Rated;5 wins & 6 nominations;72/100;94%
tt2616810;Blind;2014;Drama;Eskil Vogt;Eskil Vogt;Ellen Dorrit Petersen, Henrik Rafaelsen, Vera Vitali;6.8;9,215;83;;04 Sep 2015;96 min;Swedish, Norwegian;Norway, Netherlands;Not Rated;18 wins & 13 nominations;83/100;92%
tt3116154;Party Central;2013;Animation, Short, Adventure;Kelsey Mann;Kelsey Mann;Billy Crystal, John Goodman, Peter Sohn;7.0;3,963;;;21 Mar 2014;5 min;English;United States;PG;;;
tt3010660;Stromberg - The Movie;2014;Comedy;Arne Feldhusen;Ralf Husmann;Christoph Maria Herbst, Milena Dreißig, Bjarne Mädel;7.3;8,485;;;20 Feb 2014;123 min;German;Germany;;1 win total;;
tt2043865;Get Married If You Can;2014;Comedy, Romance;Marco Polo Constandse;Martha Higareda;Martha Higareda, Miriam Higareda, Maite Suarez Diez;5.7;1,959;;;14 Feb 2014;107 min;;Mexico;Not Rated;1 nomination;;20%
tt1878942;Date and Switch;2014;Comedy, Drama, Romance;Chris Nelson;Alan Yang;Nicholas Braun, Hunter Cope, Dakota Johnson;5.7;8,591;56;;14 Feb 2014;91 min;English, Spanish;United States;R;;56/100;30%
tt3173524;Sotto una buona stella;2014;Comedy;Carlo Verdone;Carlo Verdone, Pasquale Plastino, Gabriele Pignotta;Lorenzo Richelmy, Paola Cortellesi, Carlo Verdone;5.6;1,307;;;13 Feb 2014;106 min;Italian;Italy;;2 wins & 5 nominations;;
tt2140577;The Pretty One;2013;Comedy, Drama;Jenée LaMarque;Jenée LaMarque;Zoe Kazan, Jake Johnson, Ron Livingston;6.3;10,515;53;$13,769;01 Jan 2022;90 min;English;United States;R;2 wins & 2 nominations total;53/100;50%
tt2382422;Jacky in the Kingdom of Women;2014;Comedy;Riad Sattouf;Riad Sattouf;Vincent Lacoste, Charlotte Gainsbourg, Didier Bourdon;6.1;2,756;;;29 Jan 2014;87 min;French;France;G;1 win & 2 nominations total;;
tt3089778;The Treatment;2014;Crime, Mystery, Thriller;Hans Herbots;Carl Joos, Candy Davis;Geert Van Rampelberg, Ina Geerts, Johan van Assche;7.1;10,188;;;29 Jan 2014;131 min;Dutch, French;Belgium;Not Rated;3 wins & 7 nominations;;93%
tt3035582;S.O.S.: Women to the Sea;2014;Comedy, Romance;Cris D'Amato;Sylvio Gonçalves, Marcelo Saback, Rodrigo Nogueira;Giovanna Antonelli, Fabiula Nascimento, Thalita Carauta;5.8;894;;;20 Mar 2014;94 min;Portuguese, English, Spanish, Italian;Brazil;;1 nomination;;
tt3468260;JLA Adventures: Trapped in Time;2014;Animation, Action, Sci-Fi;Giancarlo Volpe;Michael Ryan, Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Bob Kane (character created by: Batman), William Moulton Marston (character created by: Wonder Woman), Paul Norris (character created by: Aquaman), Marv Wolfman (character created by: Cyborg), George Pérez (character created by: Cyborg), Paul Levitz (character created by: Dawnstar), Michael Grell (character created by: Dawnstar);Diedrich Bader, Laura Bailey, Dante Basco, Corey Burton;5.8;3,735;;;21 Jan 2014;52 min;English;USA;TV-Y7;2 wins & 2 nominations.;;
tt2182972;Song One;2014;Drama, Music, Romance;Kate Barker-Froyland;Kate Barker-Froyland;Anne Hathaway, Johnny Flynn, Ben Rosenfield;5.8;10,399;48;$32,251;22 Jan 2015;86 min;English;United States;PG-13;1 nomination;48/100;34%
tt3183630;The Boy and the World;2013;Animation, Adventure, Family;Alê Abreu;Alê Abreu;Vinicius Garcia, Marco Aurélio Campos, Lu Horta;7.5;7,733;80;$129,480;17 Jan 2014;80 min;Portuguese;Brazil;PG;Nominated for 1 Oscar. 16 wins & 12 nominations total;80/100;93%
tt1838520;The Truth About Emanuel;2013;Drama, Mystery, Thriller;Francesca Gregorini;Francesca Gregorini, Sarah Thorp;Kaya Scodelario, Jessica Biel, Frances O'Connor;6.0;9,836;41;$4,404;10 Jan 2014;95 min;English;United States, Mexico;Not Rated;5 wins & 1 nomination total;41/100;39%
tt1717715;The Monkey King: Havoc in Heaven's Palace;2014;Action, Adventure, Family;Soi Cheang;Tai-Lee Chan, Kam-Yuen Szeto, Edmond Wong;Donnie Yen, Chow Yun-Fat, Aaron Kwok;4.9;5,463;;;08 Feb 2016;90 min;Mandarin;China, Hong Kong;Not Rated;1 win & 6 nominations total;;
tt2912974;Never on the First Night;2014;Comedy, Romance;Mélissa Drigeard;Mélissa Drigeard, Vincent Juillet;Alexandra Lamy, Mélanie Doutey, Julie Ferrier;4.7;853;;;01 Jan 2014;91 min;French;France;;;;
tt3148528;Till Luck Do Us Part 2;2013;Comedy;Roberto Santucci;Gustavo Cerbasi, Paulo Cursino, Chico Soares;Leandro Hassum, Camila Morgado, Kiko Mascarenhas;4.9;1,622;;;27 Dec 2013;102 min;Portuguese;Brazil;;;;
tt2986512;The Time of the Doctor;2013;Adventure, Drama, Sci-Fi;Jamie Payne;Steven Moffat, Terry Nation, Kit Pedler;Matt Smith, Jenna Coleman, Orla Brady;8.4;8232;;;25 Dec 2013;61 min;English;United Kingdom;TV-PG;;;
tt1700845;The Invisible Woman;2013;Biography, Drama, History;Ralph Fiennes;Abi Morgan, Claire Tomalin;Ralph Fiennes, Felicity Jones, Kristin Scott Thomas;6.1;10,649;75;$1,234,254;21 Feb 2014;111 min;English, French;United Kingdom, United States;R;Nominated for 1 Oscar. 1 win & 7 nominations total;75/100;76%
tt3229768;Colpi di fortuna;2013;Comedy;Neri Parenti;Neri Parenti, Alessandro Bencivenni, Domenico Saverni;Christian De Sica, Pasquale Petrolo, Claudio Gregori;4.1;648;;;19 Dec 2013;100 min;Italian;Italy;;;;
tt1833673;Dhoom 3;2013;Action, Crime, Drama;Vijay Krishna Acharya;Vijay Krishna Acharya, Aditya Chopra;Aamir Khan, Katrina Kaif, Abhishek Bachchan;5.4;50,216;61;$8,031,955;20 Dec 2013;172 min;Hindi, English;India, United States;Not Rated;21 wins & 24 nominations;61/100;67%
tt3417422;Drishyam;2013;Crime, Drama, Thriller;Jeethu Joseph;Jeethu Joseph;Mohanlal, Meena, Asha Sharath;8.3;44,816;;;19 Dec 2013;160 min;Malayalam;India;Not Rated;16 wins & 6 nominations;;78%
tt2947742;The Adulteen;2013;Comedy;Tristan Séguéla;Eric Benzekri, Jean-Baptiste Delafon;Laurent Lafitte, Victor George, Christophe Malavoy;5.1;695;;;18 Dec 2013;88 min;French;France;;;;
tt3210258;Bo Burnham: what.;2013;Comedy, Music;Bo Burnham, Christopher Storer;Bo Burnham;Bo Burnham;8.3;13,286;;;18 Dec 2013;60 min;English;United States;TV-MA;;;
tt3405276;Puppy!;2013;Animation, Short, Comedy;Yarrow Cheney, Bruno Dequier;Yarrow Cheney;Pierre Coffin;7.3;1,995;;;10 Dec 2013;4 min;English;United States, France;Not Rated;1 nomination total;;
tt1376213;The Adventurer: The Curse of the Midas Box;2013;Adventure, Family, Fantasy;Jonathan Newman;Christian Taylor, Matthew Huffman, G.P. Taylor;Aneurin Barnard, Michael Sheen, Lena Headey;5.5;7,324;39;$6,399;05 Dec 2013;100 min;English;United Kingdom, Spain, Belgium;PG;;39/100;20%
tt1323973;The Trials of Cate McCall;2013;Crime, Drama, Mystery;Karen Moncrieff;Karen Moncrieff;Kate Beckinsale, Nick Nolte, James Cromwell;6.2;7,257;;;28 Nov 2013;89 min;English;United States;Not Rated;;;
tt2980764;Get a Horse!;2013;Animation, Short, Comedy;Lauren MacMullan;Lauren MacMullan, Paul Briggs, Nancy Kruse;Walt Disney, Marcellite Garner, Russi Taylor;7.5;5,684;;;27 Nov 2013;6 min;English;United States;G;Nominated for 1 Oscar. 2 wins & 2 nominations total;;
tt2663812;An Adventure in Space and Time;2013;Biography, Drama, History;Terry McDonough;Mark Gatiss;David Bradley, Ross Gurney-Randall, Roger May;8.2;7,704;;;22 Nov 2013;86 min;English;United Kingdom;TV-PG;Nominated for 1 BAFTA Award1 win & 9 nominations total;;96%
tt2083355;The Best Man Holiday;2013;Comedy, Drama;Malcolm D. Lee;Malcolm D. Lee;Monica Calhoun, Morris Chestnut, Melissa De Sousa;6.6;17,343;59;$70,525,195;15 Nov 2013;123 min;English;United States;R;3 wins & 15 nominations total;59/100;71%
tt1816608;Another Me;2013;Mystery, Thriller;Isabel Coixet;Isabel Coixet, Cathy MacPhail;Sophie Turner, Claire Forlani, Rhys Ifans;4.6;6,110;;;22 Aug 2014;86 min;English;United Kingdom, Spain;PG-13;2 nominations;;
tt2093270;The Returned;2013;Crime, Drama, Horror;Manuel Carballo;Hatem Khraiche;Emily Hampshire, Kris Holden-Ried, Shawn Doyle;5.9;8,880;47;;15 Nov 2013;98 min;English;Spain, Canada;;1 win & 1 nomination total;47/100;58%
tt3381028;Strings;2014;Animation, Short, Drama;Pedro Solís García;Pedro Solís García;Miriam Martín, Belén Rueda, María Temprado;7.9;1,101;;;15 Oct 2018;10 min;Spanish;Spain;Not Rated;62 wins & 8 nominations;;
tt3245074;Stay Away from Me;2013;Comedy;Alessio Maria Federici;Luc Bossi, Edoardo Maria Falcone, Alessio Maria Federici;Enrico Brignano, Ambra Angiolini, Anna Galiena;5.8;907;;;14 Nov 2013;100 min;Italian;Italy;;;;
tt3331512;Castello Cavalcanti;2013;Short, Comedy, Drama;Wes Anderson;Wes Anderson;Jason Schwartzman, Giada Colagrande, Giorgio Zancolla;7.1;9,126;;;12 Nov 2013;8 min;Italian, English;United States, Italy;Not Rated;;;
tt2011276;Banshee Chapter;2013;Horror, Mystery, Sci-Fi;Blair Erickson;Blair Erickson, Daniel J. Healy, H.P. Lovecraft;Katia Winter, Ted Levine, Michael McMillian;5.4;11,128;62;;12 Dec 2013;87 min;English;United States, Germany;R;1 win;62/100;73%
tt2165236;Turning Tide;2013;Adventure, Drama, Sport;Christophe Offenstein;Jean Cottin, Christophe Offenstein, Frédéric Petitjean;François Cluzet, Samy Seghir, Virginie Efira;6.4;2,595;;;06 Nov 2013;101 min;French;France, Belgium, Spain;TV-14;1 win & 2 nominations;;
tt2609222;The French Minister;2013;Comedy;Bertrand Tavernier;Antonin Baudry, Christophe Blain, Bertrand Tavernier;Thierry Lhermitte, Raphaël Personnaz, Niels Arestrup;6.4;3,971;65;$12,027;06 Nov 2013;113 min;French;France;Not Rated;3 wins & 10 nominations;65/100;62%
tt3077818;Fonzy;2013;Comedy;Isabelle Doval;Isabelle Doval, José Garcia, Martin Petit;José Garcia, Audrey Fleurot, Lucien Jean-Baptiste;5.3;667;55;;30 Oct 2013;103 min;French, Spanish;France;;;55/100;67%
tt3034258;Meu Passado Me Condena: O Filme;2013;Comedy, Romance;Julia Rezende;Tati Bernardi, Julia Rezende, Mariza Leão;Fábio Porchat, Miá Mello, Marcelo Valle;5.8;2,549;;;25 Oct 2013;102 min;Portuguese;Brazil;;1 nomination total;;
tt2304426;The Selfish Giant;2013;Drama;Clio Barnard;Clio Barnard, Lila Rawlings, Oscar Wilde;Conner Chapman, Shaun Thomas, Sean Gilder;7.3;12,842;83;$12,189;25 Oct 2013;91 min;English;United Kingdom;Not Rated;Nominated for 1 BAFTA Award12 wins & 21 nominations total;83/100;98%
tt1925518;The Protector 2;2013;Action;Prachya Pinkaew;Eakasit Thairaat;Tony Jaa, RZA, Phetthai Vongkumlao;5.3;7,673;45;$2,463;02 May 2014;104 min;English, Thai;Thailand;R;4 wins total;45/100;18%
tt1830713;Big Ass Spider!;2013;Action, Adventure, Comedy;Mike Mendez;Gregory Gieras;Greg Grunberg, Lin Shaye, Ruben Pla;5.3;7,880;53;;31 Oct 2013;80 min;English;United States, Hong Kong, Pakistan;PG-13;1 win & 3 nominations;53/100;78%
tt1657510;Gimme Shelter;2013;Drama;Ron Krauss;Ron Krauss;Vanessa Hudgens, Rosario Dawson, Brendan Fraser;6.4;9,555;37;$1,359,910;17 Oct 2013;101 min;English;United States;PG-13;3 wins;37/100;27%
tt3761504;Ammutta muddica al cinema;2013;Comedy;Morgan Bertacca, Arturo Brachetti;;Aldo Baglio, Silvana Fallisi, Giacomo Poretti;6.3;339;;;16 Oct 2013;105 min;Italian;Italy;;;;
tt2187884;Escape from Tomorrow;2013;Comedy, Drama, Fantasy;Randy Moore;Randy Moore;Roy Abramsohn, Elena Schuber, Katelynn Rodriguez;5.1;10,192;58;$171,962;19 Jul 2014;90 min;English, French;United States;Not Rated;2 wins & 5 nominations;58/100;57%
tt2374902;Metalhead;2013;Drama;Ragnar Bragason;Ragnar Bragason;Thora Bjorg Helga, Ingvar Sigurdsson, Halldóra Geirharðsdóttir;7.0;8,062;79;;20 Mar 2015;97 min;Icelandic, English, Norwegian;Iceland;Not Rated;8 wins & 11 nominations;79/100;92%
tt2286990;The Right Kind of Wrong;2013;Comedy, Romance;Jeremiah S. Chechik;Tim Sandlin, Megan Martin, Adriana Capozzi;Ryan Kwanten, Kristen Hager, Maria Menounos;6.1;10,143;30;$2,098;06 Feb 2014;97 min;English, Spanish;Canada;R;2 wins & 1 nomination total;30/100;16%
tt2972362;Hwayi: A Monster Boy;2013;Action, Thriller;Jang Joon-hwan;Park Joo-suk, Jang Joon-hwan;Kim Yoon-seok, Yeo Jin-goo, Cho Jin-woong;7.0;5,646;;;09 Oct 2013;126 min;Korean;South Korea;Not Rated;9 wins & 5 nominations total;;
tt2363213;Ragnarok;2013;Adventure, Fantasy;Mikkel Brænne Sandemose;John Kåre Raake;Pål Sverre Hagen, Nicolai Cleve Broch, Sofia Helin;5.8;8,939;52;$1,369;04 Oct 2013;100 min;Norwegian, Norse, Old, Swedish;Norway;PG-13;4 wins & 6 nominations;52/100;71%
tt1311060;A.C.O.D.;2013;Comedy;Stuart Zicherman;Ben Karlin, Stuart Zicherman;Adam Scott, Richard Jenkins, Catherine O'Hara;5.7;13,958;50;$175,705;23 Jan 2013;88 min;English;United States;R;1 nomination;50/100;52%
tt1171222;Baggage Claim;2013;Comedy, Romance;David E. Talbert;David E. Talbert;Paula Patton, Taye Diggs, Jill Scott;5.1;9,801;34;$21,569,509;27 Sep 2013;96 min;English, French;United States;PG-13;1 nomination;34/100;16%
tt2992146;Young Detective Dee: Rise of the Sea Dragon;2013;Action, Adventure, Drama;Hark Tsui;Chia-Lu Chang, Kuo-Fu Chen, Hark Tsui;Carina Lau, Sheng Chien, Mark Chao;6.4;5,307;;$87,783;27 Sep 2013;134 min;Mandarin;China;Not Rated;7 wins & 30 nominations total;;
tt2172935;Metallica Through the Never;2013;Music;Nimród Antal;Nimród Antal, James Hetfield, Lars Ulrich;Dane DeHaan, James Hetfield, Lars Ulrich;7.1;18,417;61;$3,419,967;04 Oct 2013;93 min;English;United States;R;1 win & 3 nominations total;61/100;82%
tt2511428;Cold Comes the Night;2013;Action, Crime, Mystery;Tze Chun;Tze Chun, Osgood Perkins, Nick Simon;Alice Eve, Bryan Cranston, Logan Marshall-Green;5.7;10,250;37;$16,971;10 Jan 2014;90 min;English;United States;R;1 nomination;37/100;43%
tt2395385;+1;2013;Horror, Sci-Fi, Thriller;Dennis Iliadis;Dennis Iliadis, Bill Gullo;Rhys Wakefield, Logan Miller, Ashley Hinshaw;5.5;8,564;60;;24 Oct 2013;96 min;English;United States;Not Rated;1 nomination total;60/100;82%
tt1540741;A Single Shot;2013;Crime, Drama, Thriller;David M. Rosenthal;Matthew F. Jones;Sam Rockwell, Jeffrey Wright, Kelly Reilly;5.7;11,866;53;$18,642;20 Aug 2013;116 min;English;United Kingdom, United States, Canada;R;1 win & 1 nomination;53/100;48%
tt0409379;In Secret;2013;Crime, Drama, Thriller;Charlie Stratton;Émile Zola, Neal Bell, Charlie Stratton;Elizabeth Olsen, Tom Felton, Jessica Lange;6.1;9,890;47;$444,179;03 Apr 2014;107 min;English;Serbia, Hungary, United States;R;1 nomination;47/100;41%
tt2409302;Why Don't You Play in Hell?;2013;Action, Comedy, Horror;Sion Sono;Sion Sono;Jun Kunimura, Fumi Nikaidô, Shin'ichi Tsutsumi;7.1;9,205;68;$28,534;07 Nov 2014;129 min;Japanese;Japan;Not Rated;8 wins & 11 nominations total;68/100;83%
tt1236434;Deseo;2013;Comedy, Drama, Romance;Antonio Zavala Kugler;Arthur Schnitzler, Antonio Zavala Kugler;Christian Bach, Ari Borovoy, Pedro Damián;4.6;647;;;13 Sep 2013;97 min;Spanish;Mexico;;1 win & 2 nominations;;
tt1196956;One Chance;2013;Biography, Comedy, Drama;David Frankel;Justin Zackham;James Corden, Alexandra Roach, Julie Walters;6.8;13,318;52;$101,196;25 Oct 2013;103 min;English, Italian;United Kingdom, United States;PG-13;3 wins & 5 nominations;52/100;64%
tt1545754;Are You Here;2013;Comedy, Drama;Matthew Weiner;Matthew Weiner;Owen Wilson, Zach Galifianakis, Amy Poehler;5.3;16,946;37;;22 Aug 2014;114 min;English;United States;R;;37/100;6%
tt2318527;Hell Baby;2013;Comedy, Horror;Robert Ben Garant, Thomas Lennon;Robert Ben Garant, Thomas Lennon;Rob Corddry, Leslie Bibb, Alex Berg;4.9;10,181;41;$8,785;01 Mar 2014;98 min;English;United States;R;;41/100;33%
tt2942522;Moebius;2013;Drama, Thriller;Kim Ki-duk;Kim Ki-duk;Cho Jae-hyun, Seo Yeong-ju, Lee Na-ra;6.3;6,725;66;$2,340;29 Aug 2014;89 min;;South Korea;Unrated;1 nomination;66/100;79%
tt2369396;Bounty Killer;2013;Action, Comedy, Sci-Fi;Henry Saine;Jason Dodson, Colin Ebeling, Henry Saine;Matthew Marsden, Kristanna Loken, Christian Pitre;5.5;7,584;48;;06 Sep 2013;92 min;English;United States;R;;48/100;62%
tt2403961;The 7th Floor;2013;Crime, Mystery, Thriller;Patxi Amezcua;Patxi Amezcua, Alejo Flah;Ricardo Darín, Belén Rueda, Abel Dolz Doval;5.8;6,402;;;05 Sep 2013;88 min;Spanish;Spain, Argentina;R;1 win & 2 nominations;;
tt2486630;Fright Night 2;2013;Comedy, Horror, Thriller;Eduardo Rodriguez;Matt Venne;Will Payne, Jaime Murray, Sean Power, Sacha Parkinson;4.3;6,614;;;01 Oct 2013;100 min;English;USA, Romania;R;;;
tt2312890;Afternoon Delight;2013;Comedy, Drama;Joey Soloway;Joey Soloway;Kathryn Hahn, Link Ruiz, Cesar Garcia;5.7;11,715;50;$174,496;15 Sep 2013;98 min;English;United States;R;1 win & 3 nominations;50/100;66%
tt2265534;The Lifeguard;2013;Drama, Romance;Liz W. Garcia;Liz W. Garcia;Kristen Bell, Mamie Gummer, Martin Starr;5.6;15,356;34;;30 Jul 2013;98 min;English;United States;R;2 nominations total;34/100;16%
tt2274570;Bad Milo;2013;Comedy, Horror;Jacob Vaughan;Benjamin Hayes, Jacob Vaughan;Ken Marino, Gillian Jacobs, Patrick Warburton;5.7;8,082;62;$19,613;29 Aug 2013;85 min;English;United States;R;1 win & 4 nominations;62/100;59%
tt1838603;Last Love;2013;Comedy, Drama, Romance;Sandra Nettelbeck;Sandra Nettelbeck, Françoise Dorner;Michael Caine, Michelle Goddet, Jane Alexander;6.7;13,451;36;;01 Nov 2013;111 min;English, French;Germany, Belgium, United States, France;Not Rated;4 nominations;36/100;33%
tt2524674;Wetlands;2013;Comedy, Drama;David Wnendt;Claus Falkenberg, David Wnendt, Sabine Pochhammer;Carla Juri, Christoph Letkowski, Marlen Kruse;5.8;12,520;77;$59,478;22 Aug 2013;109 min;German;Germany;Not Rated;3 wins & 8 nominations;77/100;91%
tt2054790;Age of Uprising: The Legend of Michael Kohlhaas;2013;Drama, History;Arnaud des Pallières;Christelle Berthevas, Arnaud des Pallières, Heinrich von Kleist;Mads Mikkelsen, Mélusine Mayance, Delphine Chuillot;6.1;9,372;51;$3,313;14 Aug 2013;122 min;French, German, Occitan;France, Germany;Unrated;4 wins & 7 nominations;51/100;47%
tt3025994;Scooby-Doo! Stage Fright;2013;Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery;Victor Cook;Doug Langdale (teleplay), Doug Langdale (story), Candie Langdale (story);Frank Welker, Matthew Lillard, Grey Griffin, Mindy Cohn;7.1;1,435;;;20 Aug 2013;75 min;English;USA;Not Rated;;;
tt2292959;The Canyons;2013;Drama, Thriller;Paul Schrader;Bret Easton Ellis;Lindsay Lohan, James Deen, Nolan Gerard Funk;3.8;12,137;36;$56,825;02 Aug 2013;99 min;English;United States;R;5 wins & 2 nominations;36/100;21%
tt2990738;The Terror Live;2013;Action, Crime, Drama;Byung-woo Kim;Byung-woo Kim;Ha Jung-woo, Won-Jin Ahn, Lee Da-wit;7.1;8,292;;;31 Jul 2013;97 min;Korean;South Korea;Not Rated;9 wins & 7 nominations total;;
tt1929308;Magic Magic;2013;Drama, Thriller;Sebastián Silva;Sebastián Silva;Michael Cera, Juno Temple, Emily Browning;5.0;10,492;59;;28 Aug 2013;97 min;English, Spanish, Mapudungun;United States, Chile;R;2 wins & 3 nominations total;59/100;68%
tt1828970;Evidence;2013;Crime, Horror, Mystery;Olatunde Osunsanmi;John Swetnam;Torrey DeVitto, Caitlin Stasey, Harry Lennix;5.3;7,919;14;;19 Jul 2013;94 min;English;United States;Not Rated;2 nominations;14/100;6%
